!,"ID for suite of sites or experiments","Name of experiment, field test or survey",Field Overlay (DOME) ID,Seaonal Strategy (DOME) ID,Rotational Analysis (DOME) ID,BATCH (DOME) ID,,,Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)",Experiment ID,Weather ID,Soil ID,DOME ID for Overlay,DOME ID for Seasonal  ,DOME ID for Rotational ,DOME ID for Batch DOME,"Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,"Transpiration, cumulative from planting to harvest","Evaporation,soil, cumulative from planting to harvest"
!,text,text,text,text,text,text,number,number,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,text,text,text,text,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,mm,mm
#,SUITE_ID,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,ROTATIONAL_ANALYSIS,BATCH_DOME,BATCH_RUN#,RUN#,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,EID,WID,SID,DOID,DSID,DRID,BDID,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,EPCP_S,ESCP_S
*,,"NIORO020_1_b18__27","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","18",27,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2006-06-11,2006-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","470","1372","2006-08-23","2006-09-20","2006-09-20","0.4","172.4","187.0","15","0","45.7","141.7"
*,,"NIORO020_1_b18__28","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","18",28,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2007-06-11,2007-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","319","1137","2007-08-22","2007-09-20","2007-09-20","0.4","203.1","207.6","17","0","45.8","162.5"
*,,"NIORO020_1_b18__29","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","18",29,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2008-06-11,2008-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","505","1527","2008-08-23","2008-09-21","2008-09-21","0.4","194.5","221.0","17","0","52.5","169.1"
*,,"NIORO020_1_b18__30","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","18",30,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",2009-06-11,2009-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","580","1411","2009-08-21","2009-09-19","2009-09-19","0.4","273.4","256.3","17","0","44.9","211.9"
*,,"NIORO020_1_b19__1","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",1,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1980-06-11,1980-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","529","1489","1980-08-23","1980-09-20","1980-09-20","0.4","263.5","223.5","16","0","46.5","177.4"
*,,"NIORO020_1_b19__2","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",2,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1981-06-11,1981-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","759","2102","1981-08-23","1981-09-22","1981-09-22","0.5","345.3","298.8","23","0","67.4","232.1"
*,,"NIORO020_1_b19__3","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",3,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1982-06-11,1982-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","661","1978","1982-08-23","1982-09-22","1982-09-22","0.6","273.8","259.8","23","0","66.8","193.6"
*,,"NIORO020_1_b19__4","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",4,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1983-06-11,1983-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","255","927","1983-08-22","1983-09-19","1983-09-19","0.3","136.9","143.3","13","0","32.7","111.1"
*,,"NIORO020_1_b19__5","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",5,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1984-06-11,1984-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","212","939","1984-08-22","1984-09-19","1984-09-19","0.4","128.6","129.1","15","0","30.6","98.8"
*,,"NIORO020_1_b19__6","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",6,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1985-06-11,1985-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","651","1733","1985-08-23","1985-09-21","1985-09-21","0.5","220.6","231.1","21","0","54.9","176.7"
*,,"NIORO020_1_b19__7","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",7,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1986-06-11,1986-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","742","1922","1986-08-21","1986-09-20","1986-09-20","0.5","383.6","239.8","22","2","58.4","182.0"
*,,"NIORO020_1_b19__8","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",8,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1987-06-11,1987-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","581","1724","1987-08-22","1987-09-20","1987-09-20","0.5","304.7","232.8","19","1","59.5","173.9"
*,,"NIORO020_1_b19__9","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",9,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1988-06-11,1988-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","757","2143","1988-08-25","1988-09-24","1988-09-24","0.6","480.9","309.9","24","6","68.9","241.7"
*,,"NIORO020_1_b19__10","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",10,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1989-06-11,1989-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","721","1935","1989-08-23","1989-09-23","1989-09-23","0.5","317.8","259.5","23","0","64.9","195.3"
*,,"NIORO020_1_b19__11","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",11,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1990-06-11,1990-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","537","1563","1990-08-22","1990-09-20","1990-09-20","0.4","251.0","214.5","18","0","54.3","160.7"
*,,"NIORO020_1_b19__12","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",12,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1991-06-11,1991-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","701","1639","1991-08-22","1991-09-21","1991-09-21","0.4","218.7","217.0","20","0","51.2","166.3"
*,,"NIORO020_1_b19__13","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",13,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1992-06-11,1992-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","416","1160","1992-08-22","1992-09-21","1992-09-21","0.4","333.3","215.4","15","2","44.6","171.4"
*,,"NIORO020_1_b19__14","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",14,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1993-06-11,1993-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","719","1977","1993-08-21","1993-09-19","1993-09-19","0.5","317.9","254.4","22","2","61.7","193.1"
*,,"NIORO020_1_b19__15","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",15,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1994-06-11,1994-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","585","1776","1994-08-24","1994-09-23","1994-09-23","0.5","293.5","228.4","20","1","58.5","170.6"
*,,"NIORO020_1_b19__16","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",16,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1995-06-11,1995-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","567","1745","1995-08-23","1995-09-20","1995-09-20","0.5","328.8","279.9","20","0","61.3","218.7"
*,,"NIORO020_1_b19__17","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",17,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1996-06-11,1996-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","499","1311","1996-08-21","1996-09-19","1996-09-19","0.4","200.7","191.9","16","0","46.2","146.2"
*,,"NIORO020_1_b19__18","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",18,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1997-06-11,1997-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","349","825","1997-08-21","1997-09-18","1997-09-18","0.2","231.9","191.1","10","0","28.7","162.7"
*,,"NIORO020_1_b19__19","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",19,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1998-06-11,1998-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","757","2029","1998-08-29","1998-09-27","1998-09-27","0.5","300.8","252.2","23","0","61.6","191.1"
*,,"NIORO020_1_b19__20","NIORO------SOIL2","NIORO-2-----0XFX","","GENERIC------CTWN","19",20,"","0XFX",1,"NIORO","2",,,AgMIP,0,MEDI,ITSN840042,13.5861,-15.5782,"Maize",IF0021,"TZEEY-SRBC5",1999-06-11,1999-07-11,,,,,,"",2,0,0,0,556,,"","5b408e7d55c648ac5aad8256cc2b1cf15e85125fc277bf13c06f02cbe3ea3660","b148fb2c1cf46d7809c548061ff68ef5b274786c48f82ace2232f1f8e6cd1f10","4eb704ecd535b72d143060b88494a84726db6c0b071480f6fa52e081724d3966","385c59737ad066fb338e43c1597ecb38da6d456cc296196639eacd6b35a5dcca","bf07f6a68d763e9a958a1d247ee7399d7c381304421fe63fb52bee0ee2bcf4ce","","3dbfa8f39f5e6841c5cb95d0e8307a4a1fe7dedbe36da286c1d780b2d205e467",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.043 -develop","693","1941","1999-08-23","1999-09-21","1999-09-21","0.5","430.7","293.6","22","7","62.2","231.9"
